date,Region,County,market,latitude,longitude,category,commodity,unit,price
3/15/2023,Nairobi,NAIROBI,Kangemi (Nairobi),-1.27,36.74,pulses and nuts,Beans (yellow),90 KG,13971.0
3/15/2023,Nairobi,NAIROBI,Kangemi (Nairobi),-1.27,36.74,vegetables and fruits,Cabbage,126 KG,4410.0
3/15/2023,Nairobi,NAIROBI,Kangemi (Nairobi),-1.27,36.74,vegetables and fruits,Onions (dry),13 KG,953.0
3/15/2023,Nairobi,NAIROBI,Kitengela (Kajiado),-1.29,36.86,cereals and tubers,"Maize (white, dry)",90 KG,6003.0
3/15/2023,Nairobi,NAIROBI,Kitengela (Kajiado),-1.29,36.86,cereals and tubers,"Potatoes (Irish, white)",50 KG,3357.0
3/15/2023,Nairobi,NAIROBI,Kitengela (Kajiado),-1.29,36.86,cereals and tubers,Rice (aromatic),50 KG,9000.0
3/15/2023,Nairobi,NAIROBI,Kitengela (Kajiado),-1.29,36.86,pulses and nuts,Beans (dolichos),90 KG,14014.0
3/15/2023,Nairobi,NAIROBI,Kitengela (Kajiado),-1.29,36.86,pulses and nuts,Beans (yellow),90 KG,14190.0
3/15/2023,Nairobi,NAIROBI,Kitengela (Kajiado),-1.29,36.86,vegetables and fruits,Onions (dry),13 KG,561.0
3/15/2023,Nairobi,NAIROBI,Kitengela (Kajiado),-1.29,36.86,vegetables and fruits,Tomatoes,64 KG,4544.0
3/15/2023,North Eastern,GARISSA,Garissa town (Garissa),-0.46,39.64,cereals and tubers,"Potatoes (Irish, white)",50 KG,3738.0
3/15/2023,North Eastern,GARISSA,Garissa town (Garissa),-0.46,39.64,cereals and tubers,Rice (aromatic),50 KG,8917.0
3/15/2023,North Eastern,GARISSA,Garissa town (Garissa),-0.46,39.64,pulses and nuts,Beans (yellow),90 KG,16538.0
3/15/2023,North Eastern,GARISSA,Garissa town (Garissa),-0.46,39.64,vegetables and fruits,Cabbage,126 KG,3591.0
3/15/2023,North Eastern,GARISSA,Garissa town (Garissa),-0.46,39.64,vegetables and fruits,Kale,50 KG,2125.0
3/15/2023,North Eastern,GARISSA,Garissa town (Garissa),-0.46,39.64,vegetables and fruits,Tomatoes,64 KG,2981.0
3/15/2023,North Eastern,MANDERA,Takaba (Mandera),3.39,40.23,cereals and tubers,"Maize (white, dry)",90 KG,6480.0
3/15/2023,North Eastern,MANDERA,Takaba (Mandera),3.39,40.23,cereals and tubers,Rice (aromatic),50 KG,8000.0
3/15/2023,North Eastern,MANDERA,Takaba (Mandera),3.39,40.23,pulses and nuts,Beans (rosecoco),90 KG,12000.0
3/15/2023,North Eastern,MANDERA,Takaba (Mandera),3.39,40.23,pulses and nuts,Beans (yellow),90 KG,16200.0
3/15/2023,Nyanza,KISUMU,Kibuye (Kisumu),-0.09,34.77,cereals and tubers,"Potatoes (Irish, white)",50 KG,3875.0
3/15/2023,Nyanza,KISUMU,Kibuye (Kisumu),-0.09,34.77,vegetables and fruits,Kale,50 KG,3853.0
3/15/2023,Rift Valley,BARINGO,Marigat town (Baringo),0.47,35.98,cereals and tubers,"Maize (white, dry)",90 KG,6300.0
3/15/2023,Rift Valley,BARINGO,Marigat town (Baringo),0.47,35.98,pulses and nuts,Beans (rosecoco),90 KG,11475.0
3/15/2023,Rift Valley,BARINGO,Marigat town (Baringo),0.47,35.98,pulses and nuts,Beans (yellow),90 KG,13500.0
3/15/2023,Rift Valley,BARINGO,Marigat town (Baringo),0.47,35.98,vegetables and fruits,Cabbage,126 KG,4410.0
3/15/2023,Rift Valley,BARINGO,Marigat town (Baringo),0.47,35.98,vegetables and fruits,Onions (dry),13 KG,650.0
3/15/2023,Rift Valley,KAJIADO,Illbissil Food Market (Kajiado),-2.1,36.79,pulses and nuts,Beans (yellow),90 KG,12600.0
3/15/2023,Rift Valley,KAJIADO,Illbissil Food Market (Kajiado),-2.1,36.79,vegetables and fruits,Cabbage,126 KG,3364.0
3/15/2023,Rift Valley,KAJIADO,Illbissil Food Market (Kajiado),-2.1,36.79,vegetables and fruits,Onions (dry),13 KG,585.0
3/15/2023,Rift Valley,KAJIADO,Illbissil Food Market (Kajiado),-2.1,36.79,vegetables and fruits,Tomatoes,64 KG,2560.0
3/15/2023,Rift Valley,NAKURU,Wakulima (Nakuru),-0.3,36.08,cereals and tubers,"Maize (white, dry)",90 KG,5769.0
3/15/2023,Rift Valley,NAKURU,Wakulima (Nakuru),-0.3,36.08,cereals and tubers,Sorghum (white),90 KG,6003.0
3/15/2023,Rift Valley,NAKURU,Wakulima (Nakuru),-0.3,36.08,pulses and nuts,Beans (dolichos),90 KG,14460.0
3/15/2023,Rift Valley,NAKURU,Wakulima (Nakuru),-0.3,36.08,pulses and nuts,Beans (rosecoco),90 KG,13225.0
3/15/2023,Rift Valley,NAKURU,Wakulima (Nakuru),-0.3,36.08,pulses and nuts,Beans (yellow),90 KG,15225.0
3/15/2023,Rift Valley,NAKURU,Wakulima (Nakuru),-0.3,36.08,pulses and nuts,Cowpeas,90 KG,10201.0
3/15/2023,Rift Valley,NAKURU,Wakulima (Nakuru),-0.3,36.08,vegetables and fruits,Kale,50 KG,2381.0
3/15/2023,Rift Valley,NAKURU,Wakulima (Nakuru),-0.3,36.08,vegetables and fruits,Onions (dry),13 KG,650.0
3/15/2023,Rift Valley,UASIN GISHU,Eldoret town (Uasin Gishu),0.52,35.28,cereals and tubers,"Maize (white, dry)",90 KG,6469.0
3/15/2023,Rift Valley,UASIN GISHU,Eldoret town (Uasin Gishu),0.52,35.28,cereals and tubers,"Potatoes (Irish, white)",50 KG,2694.0
3/15/2023,Rift Valley,UASIN GISHU,Eldoret town (Uasin Gishu),0.52,35.28,pulses and nuts,Beans (rosecoco),90 KG,15825.0
3/15/2023,Rift Valley,UASIN GISHU,Eldoret town (Uasin Gishu),0.52,35.28,pulses and nuts,Beans (yellow),90 KG,16200.0
3/15/2023,Rift Valley,UASIN GISHU,Eldoret town (Uasin Gishu),0.52,35.28,vegetables and fruits,Onions (dry),13 KG,596.0
3/15/2023,Rift Valley,WEST POKOT,Lomut (West Pokot),1.44,35.57,cereals and tubers,"Potatoes (Irish, red)",50 KG,3325.0
3/15/2023,Rift Valley,WEST POKOT,Lomut (West Pokot),1.44,35.57,cereals and tubers,"Potatoes (Irish, white)",50 KG,3288.0
3/15/2023,Rift Valley,WEST POKOT,Lomut (West Pokot),1.44,35.57,vegetables and fruits,Cabbage,126 KG,3704.0
3/15/2023,Rift Valley,WEST POKOT,Lomut (West Pokot),1.44,35.57,vegetables and fruits,Kale,50 KG,2284.0
3/15/2023,Rift Valley,WEST POKOT,Lomut (West Pokot),1.44,35.57,vegetables and fruits,Tomatoes,64 KG,3520.0
4/15/2023,Central,NYERI,Karatina (Nyeri),-0.48,37.13,cereals and tubers,"Maize (white, dry)",90 KG,6201.0
4/15/2023,Central,NYERI,Karatina (Nyeri),-0.48,37.13,cereals and tubers,Sorghum (white),90 KG,6300.0
4/15/2023,Central,NYERI,Karatina (Nyeri),-0.48,37.13,pulses and nuts,Beans (yellow),90 KG,15003.0
4/15/2023,Central,NYERI,Karatina (Nyeri),-0.48,37.13,pulses and nuts,Cowpeas,90 KG,11997.0
4/15/2023,Central,NYERI,Karatina (Nyeri),-0.48,37.13,vegetables and fruits,Kale,50 KG,916.67
4/15/2023,Central,NYERI,Karatina (Nyeri),-0.48,37.13,vegetables and fruits,Onions (dry),13 KG,671.67
4/15/2023,Coast,MOMBASA,Kongowea (Mombasa),-4.06,39.66,cereals and tubers,"Maize (white, dry)",90 KG,5895.0
4/15/2023,Coast,MOMBASA,Kongowea (Mombasa),-4.06,39.66,cereals and tubers,"Potatoes (Irish, white)",50 KG,2800.0
4/15/2023,Coast,MOMBASA,Kongowea (Mombasa),-4.06,39.66,pulses and nuts,Beans (yellow),90 KG,13050.0
4/15/2023,Coast,MOMBASA,Kongowea (Mombasa),-4.06,39.66,vegetables and fruits,Cabbage,126 KG,2864.4
4/15/2023,Coast,MOMBASA,Kongowea (Mombasa),-4.06,39.66,vegetables and fruits,Kale,50 KG,587.5
4/15/2023,Coast,MOMBASA,Kongowea (Mombasa),-4.06,39.66,vegetables and fruits,Onions (dry),13 KG,959.13
4/15/2023,Coast,MOMBASA,Kongowea (Mombasa),-4.06,39.66,vegetables and fruits,Tomatoes,64 KG,3081.87
4/15/2023,Nairobi,NAIROBI,Kangemi (Nairobi),-1.27,36.74,cereals and tubers,"Maize (white, dry)",90 KG,6084.3
4/15/2023,Nairobi,NAIROBI,Kangemi (Nairobi),-1.27,36.74,pulses and nuts,Beans (dolichos),90 KG,14930.4
4/15/2023,Nairobi,NAIROBI,Kangemi (Nairobi),-1.27,36.74,pulses and nuts,Beans (yellow),90 KG,13074.6
4/15/2023,Nairobi,NAIROBI,Kangemi (Nairobi),-1.27,36.74,pulses and nuts,Cowpeas,90 KG,9603.0
4/15/2023,Nairobi,NAIROBI,Kitengela (Kajiado),-1.29,36.86,cereals and tubers,"Maize (white, dry)",90 KG,6003.0
4/15/2023,Nairobi,NAIROBI,Kitengela (Kajiado),-1.29,36.86,cereals and tubers,Rice (aromatic),50 KG,9000.0
4/15/2023,Nairobi,NAIROBI,Kitengela (Kajiado),-1.29,36.86,pulses and nuts,Beans (yellow),90 KG,14499.0
4/15/2023,Nairobi,NAIROBI,Kitengela (Kajiado),-1.29,36.86,vegetables and fruits,Cabbage,126 KG,2709.0
4/15/2023,Nairobi,NAIROBI,Kitengela (Kajiado),-1.29,36.86,vegetables and fruits,Kale,50 KG,1500.0
4/15/2023,Nairobi,NAIROBI,Kitengela (Kajiado),-1.29,36.86,vegetables and fruits,Onions (dry),13 KG,715.0
4/15/2023,Nairobi,NAIROBI,Kitengela (Kajiado),-1.29,36.86,vegetables and fruits,Tomatoes,64 KG,4080.0
4/15/2023,North Eastern,GARISSA,Garissa town (Garissa),-0.46,39.64,cereals and tubers,"Maize (white, dry)",90 KG,6282.0
4/15/2023,North Eastern,GARISSA,Garissa town (Garissa),-0.46,39.64,cereals and tubers,"Potatoes (Irish, white)",50 KG,4130.0
4/15/2023,North Eastern,GARISSA,Garissa town (Garissa),-0.46,39.64,cereals and tubers,Rice (aromatic),50 KG,9012.5
4/15/2023,North Eastern,GARISSA,Garissa town (Garissa),-0.46,39.64,cereals and tubers,Sorghum (white),90 KG,8040.0
4/15/2023,North Eastern,GARISSA,Garissa town (Garissa),-0.46,39.64,pulses and nuts,Beans (dolichos),90 KG,14850.0
4/15/2023,North Eastern,GARISSA,Garissa town (Garissa),-0.46,39.64,pulses and nuts,Beans (yellow),90 KG,16956.0
4/15/2023,North Eastern,GARISSA,Garissa town (Garissa),-0.46,39.64,pulses and nuts,Cowpeas,90 KG,12127.5
4/15/2023,North Eastern,GARISSA,Garissa town (Garissa),-0.46,39.64,vegetables and fruits,Kale,50 KG,2130.0
4/15/2023,North Eastern,GARISSA,Garissa town (Garissa),-0.46,39.64,vegetables and fruits,Onions (dry),13 KG,786.5
4/15/2023,North Eastern,GARISSA,Garissa town (Garissa),-0.46,39.64,vegetables and fruits,Tomatoes,64 KG,3200.0
4/15/2023,North Eastern,MANDERA,Takaba (Mandera),3.39,40.23,cereals and tubers,"Maize (white, dry)",90 KG,5847.75
4/15/2023,North Eastern,MANDERA,Takaba (Mandera),3.39,40.23,cereals and tubers,"Potatoes (Irish, red)",50 KG,5310.0
4/15/2023,North Eastern,MANDERA,Takaba (Mandera),3.39,40.23,cereals and tubers,"Potatoes (Irish, white)",50 KG,6120.0
4/15/2023,North Eastern,MANDERA,Takaba (Mandera),3.39,40.23,cereals and tubers,Rice (aromatic),50 KG,8087.5
4/15/2023,North Eastern,MANDERA,Takaba (Mandera),3.39,40.23,pulses and nuts,Beans (yellow),90 KG,15158.7
4/15/2023,North Eastern,MANDERA,Takaba (Mandera),3.39,40.23,pulses and nuts,Cowpeas,90 KG,11205.0
4/15/2023,North Eastern,MANDERA,Takaba (Mandera),3.39,40.23,vegetables and fruits,Cabbage,126 KG,5454.75
4/15/2023,North Eastern,MANDERA,Takaba (Mandera),3.39,40.23,vegetables and fruits,Kale,50 KG,2344.25
4/15/2023,North Eastern,MANDERA,Takaba (Mandera),3.39,40.23,vegetables and fruits,Onions (dry),13 KG,815.32
4/15/2023,Nyanza,KISUMU,Kibuye (Kisumu),-0.09,34.77,cereals and tubers,"Maize (white, dry)",90 KG,5400.0
4/15/2023,Nyanza,KISUMU,Kibuye (Kisumu),-0.09,34.77,cereals and tubers,"Potatoes (Irish, white)",50 KG,4500.0
4/15/2023,Nyanza,KISUMU,Kibuye (Kisumu),-0.09,34.77,vegetables and fruits,Kale,50 KG,1125.0
4/15/2023,Nyanza,KISUMU,Kibuye (Kisumu),-0.09,34.77,vegetables and fruits,Onions (dry),13 KG,1300.0
4/15/2023,Nyanza,KISUMU,Kibuye (Kisumu),-0.09,34.77,vegetables and fruits,Tomatoes,64 KG,6923.2
4/15/2023,Rift Valley,BARINGO,Marigat town (Baringo),0.47,35.98,cereals and tubers,"Maize (white, dry)",90 KG,6300.0
4/15/2023,Rift Valley,BARINGO,Marigat town (Baringo),0.47,35.98,cereals and tubers,"Potatoes (Irish, white)",50 KG,4500.0
4/15/2023,Rift Valley,BARINGO,Marigat town (Baringo),0.47,35.98,pulses and nuts,Beans (rosecoco),90 KG,11137.5
4/15/2023,Rift Valley,BARINGO,Marigat town (Baringo),0.47,35.98,vegetables and fruits,Kale,50 KG,1500.0
4/15/2023,Rift Valley,BARINGO,Marigat town (Baringo),0.47,35.98,vegetables and fruits,Onions (dry),13 KG,693.33
4/15/2023,Rift Valley,KAJIADO,Illbissil Food Market (Kajiado),-2.1,36.79,cereals and tubers,"Potatoes (Irish, white)",50 KG,4405.0
4/15/2023,Rift Valley,KAJIADO,Illbissil Food Market (Kajiado),-2.1,36.79,pulses and nuts,Beans (yellow),90 KG,11700.0
4/15/2023,Rift Valley,KAJIADO,Illbissil Food Market (Kajiado),-2.1,36.79,vegetables and fruits,Onions (dry),13 KG,520.0
4/15/2023,Rift Valley,KAJIADO,Illbissil Food Market (Kajiado),-2.1,36.79,vegetables and fruits,Tomatoes,64 KG,1920.0
4/15/2023,Rift Valley,UASIN GISHU,Eldoret town (Uasin Gishu),0.52,35.28,cereals and tubers,"Maize (white, dry)",90 KG,7005.0
4/15/2023,Rift Valley,UASIN GISHU,Eldoret town (Uasin Gishu),0.52,35.28,cereals and tubers,Rice (aromatic),50 KG,9250.0
4/15/2023,Rift Valley,UASIN GISHU,Eldoret town (Uasin Gishu),0.52,35.28,pulses and nuts,Beans (yellow),90 KG,16087.5
4/15/2023,Rift Valley,UASIN GISHU,Eldoret town (Uasin Gishu),0.52,35.28,vegetables and fruits,Kale,50 KG,1953.12
4/15/2023,Rift Valley,UASIN GISHU,Eldoret town (Uasin Gishu),0.52,35.28,vegetables and fruits,Onions (dry),13 KG,625.62
4/15/2023,Rift Valley,WEST POKOT,Lomut (West Pokot),1.44,35.57,cereals and tubers,"Potatoes (Irish, red)",50 KG,4066.67
4/15/2023,Rift Valley,WEST POKOT,Lomut (West Pokot),1.44,35.57,cereals and tubers,"Potatoes (Irish, white)",50 KG,4166.67
4/15/2023,Rift Valley,WEST POKOT,Lomut (West Pokot),1.44,35.57,pulses and nuts,Beans (rosecoco),90 KG,15735.0
4/15/2023,Rift Valley,WEST POKOT,Lomut (West Pokot),1.44,35.57,vegetables and fruits,Cabbage,126 KG,2872.8
4/15/2023,Rift Valley,WEST POKOT,Lomut (West Pokot),1.44,35.57,vegetables and fruits,Tomatoes,64 KG,3485.87
4/15/2023,Rift Valley,WEST POKOT,Makutano (West Pokot),1.25,35.08,cereals and tubers,"Maize (white, dry)",90 KG,5674.5
4/15/2023,Rift Valley,WEST POKOT,Makutano (West Pokot),1.25,35.08,pulses and nuts,Beans (rosecoco),90 KG,13560.0
4/15/2023,Rift Valley,WEST POKOT,Makutano (West Pokot),1.25,35.08,pulses and nuts,Beans (yellow),90 KG,13500.0
4/15/2023,Rift Valley,WEST POKOT,Makutano (West Pokot),1.25,35.08,vegetables and fruits,Kale,50 KG,766.67
4/15/2023,Rift Valley,WEST POKOT,Makutano (West Pokot),1.25,35.08,vegetables and fruits,Tomatoes,64 KG,2912.0
5/15/2023,Coast,MOMBASA,Kongowea (Mombasa),-4.06,39.66,pulses and nuts,Beans (yellow),90 KG,14094.0
5/15/2023,Coast,MOMBASA,Kongowea (Mombasa),-4.06,39.66,vegetables and fruits,Kale,50 KG,635.0
5/15/2023,Coast,MOMBASA,Kongowea (Mombasa),-4.06,39.66,vegetables and fruits,Onions (dry),13 KG,1199.64
5/15/2023,Coast,MOMBASA,Kongowea (Mombasa),-4.06,39.66,vegetables and fruits,Tomatoes,64 KG,3245.65
5/15/2023,Eastern,MERU SOUTH,Kaanwa (Tharaka Nithi),-0.32,37.72,cereals and tubers,"Potatoes (Irish, white)",50 KG,4500.0
5/15/2023,Eastern,MERU SOUTH,Kaanwa (Tharaka Nithi),-0.32,37.72,pulses and nuts,Cowpeas,90 KG,10350.0
5/15/2023,Eastern,MERU SOUTH,Kaanwa (Tharaka Nithi),-0.32,37.72,vegetables and fruits,Cabbage,126 KG,6300.0
5/15/2023,Eastern,MERU SOUTH,Kaanwa (Tharaka Nithi),-0.32,37.72,vegetables and fruits,Onions (dry),13 KG,1170.0
5/15/2023,Eastern,MERU SOUTH,Kaanwa (Tharaka Nithi),-0.32,37.72,vegetables and fruits,Tomatoes,64 KG,3200.0
5/15/2023,Nairobi,NAIROBI,Kangemi (Nairobi),-1.27,36.74,cereals and tubers,"Potatoes (Irish, white)",50 KG,3250.0
5/15/2023,Nairobi,NAIROBI,Kangemi (Nairobi),-1.27,36.74,cereals and tubers,Rice (aromatic),50 KG,8237.5
5/15/2023,Nairobi,NAIROBI,Kangemi (Nairobi),-1.27,36.74,pulses and nuts,Beans (rosecoco),90 KG,14268.0
5/15/2023,Nairobi,NAIROBI,Kangemi (Nairobi),-1.27,36.74,pulses and nuts,Beans (yellow),90 KG,14633.46
5/15/2023,Nairobi,NAIROBI,Kangemi (Nairobi),-1.27,36.74,vegetables and fruits,Cabbage,126 KG,3123.22
5/15/2023,Nairobi,NAIROBI,Kangemi (Nairobi),-1.27,36.74,vegetables and fruits,Kale,50 KG,1458.33
5/15/2023,Nairobi,NAIROBI,Kangemi (Nairobi),-1.27,36.74,vegetables and fruits,Onions (dry),13 KG,931.67
5/15/2023,Nairobi,NAIROBI,Kangemi (Nairobi),-1.27,36.74,vegetables and fruits,Tomatoes,64 KG,5421.87
5/15/2023,Nairobi,NAIROBI,Kitengela (Kajiado),-1.29,36.86,cereals and tubers,"Maize (white, dry)",90 KG,6133.5
5/15/2023,Nairobi,NAIROBI,Kitengela (Kajiado),-1.29,36.86,cereals and tubers,Rice (aromatic),50 KG,8958.33
5/15/2023,Nairobi,NAIROBI,Kitengela (Kajiado),-1.29,36.86,pulses and nuts,Beans (dolichos),90 KG,14499.0
5/15/2023,Nairobi,NAIROBI,Kitengela (Kajiado),-1.29,36.86,pulses and nuts,Beans (yellow),90 KG,14499.0
5/15/2023,Nairobi,NAIROBI,Kitengela (Kajiado),-1.29,36.86,vegetables and fruits,Kale,50 KG,608.33
5/15/2023,Nairobi,NAIROBI,Kitengela (Kajiado),-1.29,36.86,vegetables and fruits,Tomatoes,64 KG,4106.67
5/15/2023,Nairobi,NAIROBI,Wakulima (Nairobi),-1.29,36.83,cereals and tubers,"Potatoes (Irish, white)",50 KG,3500.0
5/15/2023,North Eastern,GARISSA,Garissa town (Garissa),-0.46,39.64,cereals and tubers,Rice (aromatic),50 KG,9350.0
5/15/2023,North Eastern,GARISSA,Garissa town (Garissa),-0.46,39.64,pulses and nuts,Beans (yellow),90 KG,17586.0
5/15/2023,North Eastern,GARISSA,Garissa town (Garissa),-0.46,39.64,vegetables and fruits,Kale,50 KG,2140.0
5/15/2023,North Eastern,GARISSA,Garissa town (Garissa),-0.46,39.64,vegetables and fruits,Onions (dry),13 KG,1133.6
5/15/2023,North Eastern,GARISSA,Garissa town (Garissa),-0.46,39.64,vegetables and fruits,Tomatoes,64 KG,3763.2
5/15/2023,Nyanza,KISUMU,Kibuye (Kisumu),-0.09,34.77,vegetables and fruits,Kale,50 KG,1500.0
5/15/2023,Rift Valley,BARINGO,Marigat town (Baringo),0.47,35.98,cereals and tubers,"Maize (white, dry)",90 KG,6300.0
5/15/2023,Rift Valley,BARINGO,Marigat town (Baringo),0.47,35.98,vegetables and fruits,Kale,50 KG,1500.0
5/15/2023,Rift Valley,BARINGO,Marigat town (Baringo),0.47,35.98,vegetables and fruits,Onions (dry),13 KG,650.0
5/15/2023,Rift Valley,BARINGO,Marigat town (Baringo),0.47,35.98,vegetables and fruits,Tomatoes,64 KG,3200.0
5/15/2023,Rift Valley,KAJIADO,Illbissil Food Market (Kajiado),-2.1,36.79,cereals and tubers,"Potatoes (Irish, white)",50 KG,6000.0
5/15/2023,Rift Valley,KAJIADO,Illbissil Food Market (Kajiado),-2.1,36.79,vegetables and fruits,Onions (dry),13 KG,487.5
5/15/2023,Rift Valley,NAKURU,Wakulima (Nakuru),-0.3,36.08,cereals and tubers,"Maize (white, dry)",90 KG,6239.97
5/15/2023,Rift Valley,NAKURU,Wakulima (Nakuru),-0.3,36.08,cereals and tubers,"Potatoes (Irish, white)",50 KG,6126.67
5/15/2023,Rift Valley,NAKURU,Wakulima (Nakuru),-0.3,36.08,cereals and tubers,Rice (aromatic),50 KG,10000.0
5/15/2023,Rift Valley,NAKURU,Wakulima (Nakuru),-0.3,36.08,pulses and nuts,Beans (rosecoco),90 KG,13688.91
5/15/2023,Rift Valley,NAKURU,Wakulima (Nakuru),-0.3,36.08,pulses and nuts,Cowpeas,90 KG,10320.12
5/15/2023,Rift Valley,NAKURU,Wakulima (Nakuru),-0.3,36.08,vegetables and fruits,Onions (dry),13 KG,1063.4
5/15/2023,Rift Valley,UASIN GISHU,Eldoret town (Uasin Gishu),0.52,35.28,cereals and tubers,"Maize (white, dry)",90 KG,7605.0
5/15/2023,Rift Valley,UASIN GISHU,Eldoret town (Uasin Gishu),0.52,35.28,cereals and tubers,"Potatoes (Irish, white)",50 KG,3118.62
5/15/2023,Rift Valley,UASIN GISHU,Eldoret town (Uasin Gishu),0.52,35.28,cereals and tubers,Rice (aromatic),50 KG,10000.0
5/15/2023,Rift Valley,UASIN GISHU,Eldoret town (Uasin Gishu),0.52,35.28,pulses and nuts,Beans (yellow),90 KG,17640.0
5/15/2023,Rift Valley,UASIN GISHU,Eldoret town (Uasin Gishu),0.52,35.28,vegetables and fruits,Cabbage,126 KG,2898.0
5/15/2023,Rift Valley,UASIN GISHU,Eldoret town (Uasin Gishu),0.52,35.28,vegetables and fruits,Kale,50 KG,1145.83
5/15/2023,Rift Valley,UASIN GISHU,Eldoret town (Uasin Gishu),0.52,35.28,vegetables and fruits,Onions (dry),13 KG,686.83
5/15/2023,Rift Valley,UASIN GISHU,Eldoret town (Uasin Gishu),0.52,35.28,vegetables and fruits,Tomatoes,64 KG,3321.81
5/15/2023,Rift Valley,WEST POKOT,Makutano (West Pokot),1.25,35.08,cereals and tubers,"Maize (white, dry)",90 KG,6218.1
5/15/2023,Rift Valley,WEST POKOT,Makutano (West Pokot),1.25,35.08,cereals and tubers,"Potatoes (Irish, white)",50 KG,3641.25
5/15/2023,Rift Valley,WEST POKOT,Makutano (West Pokot),1.25,35.08,pulses and nuts,Beans (yellow),90 KG,15750.0
5/15/2023,Rift Valley,WEST POKOT,Makutano (West Pokot),1.25,35.08,vegetables and fruits,Cabbage,126 KG,2919.0
5/15/2023,Rift Valley,WEST POKOT,Makutano (West Pokot),1.25,35.08,vegetables and fruits,Kale,50 KG,1610.0
6/15/2023,Central,NYERI,Karatina (Nyeri),-0.48,37.13,cereals and tubers,"Potatoes (Irish, red)",50 KG,2158.0
6/15/2023,Central,NYERI,Karatina (Nyeri),-0.48,37.13,pulses and nuts,Cowpeas,90 KG,8001.0
6/15/2023,Central,NYERI,Karatina (Nyeri),-0.48,37.13,vegetables and fruits,Cabbage,126 KG,1470.0
6/15/2023,Central,NYERI,Karatina (Nyeri),-0.48,37.13,vegetables and fruits,Onions (dry),13 KG,878.0
6/15/2023,Coast,MOMBASA,Kongowea (Mombasa),-4.06,39.66,cereals and tubers,"Maize (white, dry)",90 KG,5760.0
6/15/2023,Coast,MOMBASA,Kongowea (Mombasa),-4.06,39.66,cereals and tubers,"Potatoes (Irish, white)",50 KG,2050.0
6/15/2023,Coast,MOMBASA,Kongowea (Mombasa),-4.06,39.66,vegetables and fruits,Cabbage,126 KG,3604.0
6/15/2023,Nairobi,NAIROBI,Kangemi (Nairobi),-1.27,36.74,cereals and tubers,"Potatoes (Irish, white)",50 KG,2944.0
6/15/2023,Nairobi,NAIROBI,Kangemi (Nairobi),-1.27,36.74,pulses and nuts,Beans (yellow),90 KG,15381.0
6/15/2023,Nairobi,NAIROBI,Kangemi (Nairobi),-1.27,36.74,vegetables and fruits,Cabbage,126 KG,3216.0
6/15/2023,Nairobi,NAIROBI,Kangemi (Nairobi),-1.27,36.74,vegetables and fruits,Kale,50 KG,1188.0
6/15/2023,Nairobi,NAIROBI,Kangemi (Nairobi),-1.27,36.74,vegetables and fruits,Tomatoes,64 KG,5163.0
6/15/2023,Nairobi,NAIROBI,Kitengela (Kajiado),-1.29,36.86,cereals and tubers,"Potatoes (Irish, white)",50 KG,1843.0
6/15/2023,Nairobi,NAIROBI,Kitengela (Kajiado),-1.29,36.86,pulses and nuts,Beans (dolichos),90 KG,14499.0
6/15/2023,Nairobi,NAIROBI,Kitengela (Kajiado),-1.29,36.86,vegetables and fruits,Cabbage,126 KG,1260.0
6/15/2023,Nairobi,NAIROBI,Kitengela (Kajiado),-1.29,36.86,vegetables and fruits,Kale,50 KG,875.0
6/15/2023,Nairobi,NAIROBI,Kitengela (Kajiado),-1.29,36.86,vegetables and fruits,Onions (dry),13 KG,1008.0
6/15/2023,Nairobi,NAIROBI,Wakulima (Nairobi),-1.29,36.83,cereals and tubers,"Potatoes (Irish, white)",50 KG,3340.0
6/15/2023,North Eastern,MANDERA,Takaba (Mandera),3.39,40.23,cereals and tubers,"Potatoes (Irish, red)",50 KG,4625.0
6/15/2023,North Eastern,MANDERA,Takaba (Mandera),3.39,40.23,cereals and tubers,Rice (aromatic),50 KG,8580.0
6/15/2023,North Eastern,MANDERA,Takaba (Mandera),3.39,40.23,pulses and nuts,Beans (rosecoco),90 KG,12600.0
6/15/2023,North Eastern,MANDERA,Takaba (Mandera),3.39,40.23,pulses and nuts,Beans (yellow),90 KG,18900.0
6/15/2023,North Eastern,MANDERA,Takaba (Mandera),3.39,40.23,vegetables and fruits,Kale,50 KG,5000.0
6/15/2023,North Eastern,MANDERA,Takaba (Mandera),3.39,40.23,vegetables and fruits,Onions (dry),13 KG,1005.0
6/15/2023,North Eastern,MANDERA,Takaba (Mandera),3.39,40.23,vegetables and fruits,Tomatoes,64 KG,7859.0
6/15/2023,Nyanza,KISUMU,Kibuye (Kisumu),-0.09,34.77,cereals and tubers,"Maize (white, dry)",90 KG,7532.0
6/15/2023,Nyanza,KISUMU,Kibuye (Kisumu),-0.09,34.77,cereals and tubers,"Potatoes (Irish, white)",50 KG,4050.0
6/15/2023,Nyanza,KISUMU,Kibuye (Kisumu),-0.09,34.77,vegetables and fruits,Onions (dry),13 KG,1040.0
6/15/2023,Rift Valley,BARINGO,Marigat town (Baringo),0.47,35.98,cereals and tubers,"Maize (white, dry)",90 KG,6356.0
6/15/2023,Rift Valley,BARINGO,Marigat town (Baringo),0.47,35.98,cereals and tubers,"Potatoes (Irish, white)",50 KG,2500.0
6/15/2023,Rift Valley,BARINGO,Marigat town (Baringo),0.47,35.98,pulses and nuts,Beans (yellow),90 KG,15975.0
